1;LEITUNGSSTRANG;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_000_K;L0L;3775 (g);~;CU: 1495 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.;;;;
3;30021;M.31..MB_K-M6_A1_238_1_1;238;SP_31A6_1_S;1;1-14H;-;-;XA.G65.1;KDS_E;1;1-19E;N_105_112_03;357_972_740_E;N_037_008_8;-;-;936;BR;0,5;M.31..MB_K-M6_A1;x;30021;;;;
3;30022;S.DPWM.._XC.J255.2_7_1;XC.J255.2;KLBT_E;7;1-40C;N_101_905_01;-;XA.G65.1;KDS_E;2;1-19E;N_105_112_03;357_972_740_E;N_037_001_9;-;-;2597;GE/SW;0,5;S.DPWM..;x;30022;;;;
3;30023;V.30A..SD_F07_XC.J255.2_12_1;XC.J255.2;KLBT_E;12;1-40C;N_101_905_01;-;XA.SD.1;SITR_3;7A;1-37E;N_907_326_01;-;N_037_003_6;-;-;1237;RT/GN;0,5;V.30A..SD_F07;x;30023;;;;
3;30024;M.31..MB_K-M7_E1_XC.J255.2_13_1;XC.J255.2;KLBT_E;13;1-40C;N_101_906_01;-;L78;SP_31_LIN_K;1;1-38G;-;-;N_037_038_8;-;-;1100;BR;1,5;M.31..MB_K-M7_E1;x;30024;;;;
3;30025;V.30A..SA_D1_P4_1_6;P4;SP_30_01;1;1-32H;-;-;XA.SD.1;SITR_3;4;1-37E;N_907_327_01;-;N_037_043_3;-;-;547;RT;2,5;V.30A..SA_D1;x;30025;;;;
3;30027;D.CANHK.._XC.J255.2_5_1;XC.J255.2;KLBT_E;5;1-40C;N_101_904_01;-;A146;SP_CANHK;1;1-36F;-;-;N_901_916_04;SL30001;1-or/gn;1048;OR/GN;0,35;D.CANHK..;x;30027;;;;
3;30028;D.CANLK.._XC.J255.2_6_1;XC.J255.2;KLBT_E;6;1-40C;N_101_904_01;-;A147;SP_CANLK;1;1-36F;-;-;N_901_916_04;SL30001;2-or/br;971;OR/BR;0,35;D.CANLK..;x;30028;;;;
1;LTGS.SITZHEIZUNG;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;1ST_970_036;L0L+4A3+4GQ;314 (g);;CU: 232 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
2;V2;12E_970_036_K;L0L+4A3+4GX;325 (g);;CU: 240 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
2;V3;12E_970_036_L;L0L+4A0;66 (g);;CU: 34 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;V2;V3;Ltg-Nr.;;
3;36001;V.58d..BCM_B4_A19_1_5;A19;SP_58_1;1;1-38D;-;-;XA.EX22.6;SML_E;13;1-39C;N_907_649_01;-;N_037_007_5;-;-;419;GR/BL;0,5;V.58d..BCM_B4;-;x;-;36001;;
3;36002;X.NONE..FSH_SYS055_XA.J519.3_61_1;XA.J519.3;BCM_A;61;1-33G;N_907_647_01;-;XA.EX22.6;SML_E;11;1-39C;N_907_647_01;-;N_037_097_5;-;-;1088;GR/BL;0,35;X.NONE..FSH_SYS055;-;x;-;36002;;
3;36003;X.NONE..T_FS_SYS055_XB.J519.3_33_1;XB.J519.3;BCM_B;33;1-33G;N_907_647_01;-;XA.EX22.6;SML_E;3;1-39C;N_907_647_01;-;N_037_096_3;-;-;1145;GN/RT;0,35;X.NONE..T_FS_SYS055;-;x;-;36003;;
3;36004;X.SK_HTZ_li..SYS093_XA.J774.1_15_1;XA.J774.1;SHRE;15;1-32D;N_906_845_01;-;XA.Z45.1;KSL_SH;2;1-44H;N_105_408_01;-;N_037_033_0;-;-;2373;RT/WS;1,5;X.SK_HTZ_li..SYS093;x;x;-;36004;;
3;36005;M.31..MB_K-M7_A1_190_1_2;190;SP_31A7_4;1;1-37D;-;-;XA.EX22.6;SML_E;5;1-39C;N_907_649_01;-;N_037_008_8;-;-;454;BR;0,5;M.31..MB_K-M7_A1;-;x;-;36005;;
3;36006;V.74..SC_F43_B348_1_1;B348;SP_75_SH;1;1-35E;-;-;XA.EX22.6;SML_E;14;1-39C;N_907_649_01;-;N_037_019_3;-;-;770;SW/RT;0,75;V.74..SC_F43;-;x;-;36006;;
3;36007;X.SK_HTZ_re..SYS093_XA.Z46.1_2_1;XA.Z46.1;KSR_SH;2;1-46C;N_105_408_01;-;XA.J774.1;SHRE;16;1-32D;N_906_845_01;-;N_037_033_7;-;-;2805;RT/GR;1,5;X.SK_HTZ_re..SYS093;x;x;-;36007;;
3;36008;M.31..MB_K-M9_A1_XA.J774.1_9_1;XA.J774.1;SHRE;9;1-32D;N_103_357_01;-;B159;SP_31BA2;1;1-35D;-;-;N_037_098_8;-;-;555;BR;0,35;M.31..MB_K-M9_A1;x;x;-;36008;;
3;36009;M.31..MB_K-M9_A1_B445_1_3;B445;SP_31BA1;1;1-42A;-;-;XA.Z46.1;KSR_SH;1;1-46C;N_105_408_01;-;N_037_038_8;-;-;1135;BR;1,5;M.31..MB_K-M9_A1;x;x;-;36009;;
3;36010;M.31..MB_K-M7_C1_96_1_2;96;SP_31C7_1;1;1-36J;-;-;XA.Z45.1;KSL_SH;1;1-44H;N_105_408_01;-;N_037_038_8;-;-;1463;BR;1,5;M.31..MB_K-M7_C1;x;x;-;36010;;
3;36011;S.FrSF..BCM_A36_XA.J519.3_36_1;XA.J519.3;BCM_A;36;1-33G;N_907_647_01;-;XA.J774.1;SHRE;5;1-32D;N_103_357_01;-;N_037_093_1;-;-;834;RT/GE;0,35;S.FrSF..BCM_A36;x;x;-;36011;;
3;36012;X.NONE..SYS093.3_XA.EX22.6_7_1;XA.EX22.6;SML_E;7;1-39C;N_907_647_01;-;XA.J774.1;SHRE;4;1-32D;N_103_357_01;-;N_037_093_6;-;-;1067;RT/GN;0,35;X.NONE..SYS093.3;-;x;-;36012;;
3;36013;X.NONE..SYS093.1_XA.EX22.6_15_1;XA.EX22.6;SML_E;15;1-39C;N_907_647_01;-;XA.J774.1;SHRE;2;1-32D;N_103_357_01;-;N_037_093_8;-;-;1067;RT/BR;0,35;X.NONE..SYS093.1;-;x;-;36013;;
3;36014;V.74..SC_F43_XA.J774.1_13_1;XA.J774.1;SHRE;13;1-32D;N_906_845_01;-;B348;SP_75_SH;1;1-35E;-;-;N_037_039_3;-;-;315;SW/RT;1,5;V.74..SC_F43;x;x;-;36014;;
3;36015;V.74..SC_F43_XA.J774.1_14_1;XA.J774.1;SHRE;14;1-32D;N_906_845_01;-;B348;SP_75_SH;1;1-35E;-;-;N_037_039_3;-;-;315;SW/RT;1,5;V.74..SC_F43;x;x;-;36015;;
3;36016;V.74..SC_F43_XA.SC.1_43A_1;XA.SC.1;SITR;43A;1-31H;N_907_327_01;-;B348;SP_75_SH;1;1-35E;-;-;N_037_039_3;-;-;656;SW/RT;1,5;V.74..SC_F43;x;x;-;36016;;
3;36017;V.74..SC_F43_XA.EX35.8_5_1;XA.EX35.8;SMR;5;1-33C;N_907_649_01;-;B348;SP_75_SH;1;1-35E;-;-;N_037_019_3;-;-;929;SW/RT;0,75;V.74..SC_F43;x;x;-;36017;;
3;36018;V.74..J680_A5_A145_1_3;A145;SP_75_2;1;1-36G;-;-;XA.SC.1;SITR;43B;1-31H;N_907_327_01;-;N_037_049_1;-;-;407;SW/GE;2,5;V.74..J680_A5;x;x;-;36018;;
3;36019;X.SK_Psk_li..SYS093_XA.EX22.6_6_1;XA.EX22.6;SML_E;6;1-39C;N_907_647_01;-;XA.J774.1;SHRE;6;1-32D;N_103_357_01;-;N_037_090_1;-;-;1067;WS/GE;0,35;X.SK_Psk_li..SYS093;-;x;-;36019;;
3;36020;X.HS_LED..SYS055_XA.J519.3_60_1;XA.J519.3;BCM_A;60;1-33G;N_907_647_01;-;XA.EX22.6;SML_E;12;1-39C;N_907_647_01;-;N_037_090_1;-;-;1088;WS/GE;0,35;X.HS_LED..SYS055;-;x;-;36020;;
3;36021;S.HS_TAST..SYS055_XB.J519.3_31_1;XB.J519.3;BCM_B;31;1-33G;N_907_647_01;-;XA.EX22.6;SML_E;4;1-39C;N_907_647_01;-;N_037_090_3;-;-;1145;WS/RT;0,35;S.HS_TAST..SYS055;-;x;-;36021;;
3;36022;M.31..MB_K-M7_A1_191_1_3;191;SP_31A7_2;1;1-35E;-;-;XA.EX35.8;SMR;1;1-33C;N_907_647_01;-;N_037_098_8;-;-;850;BR;0,35;M.31..MB_K-M7_A1;x;x;x;36022;;
3;36023;S.49w_Sig..SYS055_XA.J519.3_28_1;XA.J519.3;BCM_A;28;1-33G;N_907_647_01;-;XA.EX35.8;SMR;2;1-33C;N_907_647_01;-;N_037_090_5;-;-;1246;WS/BL;0,35;S.49w_Sig..SYS055;x;x;x;36023;;
3;36024;X.SK_Psk_re..SYS093_XA.EX35.8_4_1;XA.EX35.8;SMR;4;1-33C;N_907_647_01;-;XA.J774.1;SHRE;12;1-32D;N_103_357_01;-;N_037_097_9;-;-;1225;GR/SW;0,35;X.SK_Psk_re..SYS093;x;x;-;36024;;
3;36025;V.58d..BCM_B4_A19_1_4;A19;SP_58_1;1;1-38D;-;-;XA.EX35.8;SMR;9;1-33C;N_907_647_01;-;N_037_097_5;-;-;858;GR/BL;0,35;V.58d..BCM_B4;x;x;x;36025;;
3;36026;X.49w_KL..SYS055_XA.J519.3_56_1;XA.J519.3;BCM_A;56;1-33G;N_907_647_01;-;XA.EX35.8;SMR;10;1-33C;N_907_647_01;-;N_037_097_3;-;-;1246;GR/RT;0,35;X.49w_KL..SYS055;x;x;x;36026;;
3;36027;X.NONE..SYS093.2_XA.EX35.8_13_1;XA.EX35.8;SMR;13;1-33C;N_907_647_01;-;XA.J774.1;SHRE;3;1-32D;N_103_357_01;-;N_037_093_5;-;-;1225;RT/BL;0,35;X.NONE..SYS093.2;x;x;-;36027;;
3;36028;X.NONE..SYS093_XA.EX35.8_12_1;XA.EX35.8;SMR;12;1-33C;N_907_647_01;-;XA.J774.1;SHRE;1;1-32D;N_103_357_01;-;N_037_093_4;-;-;1225;RT/VI;0,35;X.NONE..SYS093;x;x;-;36028;;
3;36029;ID_WIR28;XB.J519.3;BCM_B;31;1-33G;N_907_647_01;-;XA.EX35.8;SMR;4;1-33C;N_907_647_01;-;N_037_090_3;-;-;1304;WS/RT;0,35;S.HS_TAST..SYS055;-;-;x;36029;;
3;36030;ID_WIR30;XA.J519.3;BCM_A;60;1-33G;N_907_647_01;-;XA.EX35.8;SMR;12;1-33C;N_907_647_01;-;N_037_090_1;-;-;1246;WS/GE;0,35;X.HS_LED..SYS055;-;-;x;36030;;
3;36031;ID_WIR326;XA.EX35.8;SMR;11;1-33C;N_907_647_01;-;XA.J519.3;BCM_A;9;1-33G;N_105_111_01;-;N_037_090_1;-;-;1246;WS/GE;0,35;-;x;x;x;36031;;
3;36032;ID_WIR328;XA.J519.3;BCM_A;49;1-33G;N_907_647_01;-;XA.EX35.8;SMR;3;1-33C;N_907_647_01;-;N_037_098_0;-;-;1246;BR/WS;0,35;-;x;x;x;36032;;
3;36033;ID_WIR502;190;SP_31A7_4;1;1-37D;-;-;XA.EX22;SML_E_SK;3;1-40C;N_907_649_01;-;N_037_008_8;-;-;454;BR;0,5;M.31..MB_K-M7_A1;x;-;-;36033;;
3;36034;ID_WIR501;XB.J519.3;BCM_B;31;1-33G;N_907_647_01;-;XA.EX22;SML_E_SK;4;1-40C;N_907_647_01;-;N_037_090_3;-;-;1145;WS/RT;0,35;S.HS_TAST..SYS055;x;-;-;36034;;
3;36035;ID_WIR503;XA.EX22;SML_E_SK;5;1-40C;N_907_647_01;-;XA.J774.1;SHRE;6;1-32D;N_103_357_01;-;N_037_090_1;-;-;1067;WS/GE;0,35;X.SK_Psk_li..SYS093;x;-;-;36035;;
3;36036;ID_WIR504;XA.EX22;SML_E_SK;6;1-40C;N_907_647_01;-;XA.J774.1;SHRE;4;1-32D;N_103_357_01;-;N_037_093_6;-;-;1067;RT/GN;0,35;X.NONE..SYS093.3;x;-;-;36036;;
3;36037;ID_WIR506;A19;SP_58_1;1;1-38D;-;-;XA.EX22;SML_E_SK;11;1-40C;N_907_649_01;-;N_037_007_5;-;-;419;GR/BL;0,5;V.58d..BCM_B4;x;-;-;36037;;
3;36038;ID_WIR505;XA.J519.3;BCM_A;60;1-33G;N_907_647_01;-;XA.EX22;SML_E_SK;12;1-40C;N_907_647_01;-;N_037_090_1;-;-;1088;WS/GE;0,35;X.HS_LED..SYS055;x;-;-;36038;;
3;36039;ID_WIR507;B348;SP_75_SH;1;1-35E;-;-;XA.EX22;SML_E_SK;13;1-40C;N_907_649_01;-;N_037_019_3;-;-;770;SW/RT;0,75;V.74..SC_F43;x;-;-;36039;;
3;36040;ID_WIR508;XA.EX22;SML_E_SK;14;1-40C;N_907_647_01;-;XA.J774.1;SHRE;2;1-32D;N_103_357_01;-;N_037_093_8;-;-;1067;RT/BR;0,35;X.NONE..SYS093.1;x;-;-;36040;;
1;LTGS.KUEHLERLUEFT.;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_039_B;L0L;216 (g);;CU: 109 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.;;;;
3;39001;V.30A..SA_G1_XG.SA.4_1_1;XG.SA.4;HSB_G1;1;1-21G;N_105_109_01;-;XA.V7.8;ELU_E;1;1-11E;N_106_866_01;1K0_972_744_A;N_037_053_9;-;-;1355;RT/SW;4;V.30A..SA_G1;x;39001;;;;
3;39002;V.87A..SC_F31_XA.SC.1_31A_1;XA.SC.1;SITR;31A;1-31H;N_906_844_01;-;XA.V7.8;ELU_E;2;1-11E;N_105_117_02;357_972_742;N_037_024_9;-;-;2004;VI/SW;1;V.87A..SC_F31;x;39002;;;;
3;39003;S.PWM..SYS044A_XA.V7.8_3_1;XA.V7.8;ELU_E;3;1-11E;N_105_116_02;357_972_742;XB.J623.36;SGMB_E;47;1-9G;N_105_469_01;BLOC_SEAL_063_FLR;N_037_091_0;-;-;1024;GE/WS;0,35;S.PWM..SYS044A;x;39003;;;;
3;39004;M.31..MB_K-M6_B1_XB.671.1_1_1;XB.671.1;MB_6_2;1;1-13H;6Q0_971_859;-;XA.V7.8;ELU_E;4;1-11E;N_106_866_01;1K0_972_744_B;N_018_258_8;-;-;676;BR;4;M.31..MB_K-M6_B1;x;39004;;;;
1;LTGS.SCHEINWERFER;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;1ST_970_043;L0L;1180 (g);;CU: 718 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
2;V2;12E_970_043_L;L0L;1090 (g);;CU: 638 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
2;V3;12S_970_043;L0L+8WA+8K1;1091 (g);;CU: 639 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
2;V4;12S_970_043_A;L0L+8WB+8K3;1234 (g);;CU: 750 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
2;V5;12S_970_043_B;L0L+8WA+8K9;1156 (g);;CU: 671 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;V2;V3;V4;V5;Ltg-Nr.
3;43001;S.G..SYS055A_N3_1_1;N3;SP_LWR1_S;1;1-25F;-;-;XA.E102.1;LWR;2;1-38F;N_906_844_01;-;N_037_003_5;-;-;727;RT/BL;0,5;S.G..SYS055A;x;x;x;x;x;43001
3;43002;V.58R..BCM_A40_W40_1_2;W40;SP_BGR;1;1-36F;-;-;XA.MX4.2;SBBRR;2;1-60A;N_105_111_01;-;N_037_097_3;-;-;4160;GR/RT;0,35;V.58R..BCM_A40;-;x;-;-;-;43002
3;43004;V.58R..BCM_A40_W40_1_1;W40;SP_BGR;1;1-36F;-;-;XA.J519.3;BCM_A;40;1-33G;N_105_111_01;-;N_037_097_3;-;-;378;GR/RT;0,35;V.58R..BCM_A40;x;x;x;x;x;43004
3;43005;V.30A..SA_D1_B150_1_3;B150;SP_30_12;1;1-35G;-;-;XA.J329.1;R_KL15;3;1-34H;N_907_572_01;-;N_037_063_3;-;-;160;RT;6;V.30A..SA_D1;x;x;x;x;x;43005
3;43006;S.49VL.._XB.MX1.5_2_1;XB.MX1.5;SWL_B;2;1-13J;N_105_114_03;357_972_741;A6;SP_BLLI;1;1-34G;-;-;N_037_009_0;-;-;1442;SW/WS;0,5;S.49VL..;-;x;-;-;-;43006
3;43007;S.49VL.._A6_1_2;A6;SP_BLLI;1;1-34G;-;-;XB.J519.3;BCM_B;14;1-33G;N_105_113_01;-;N_037_099_0;-;-;264;SW/WS;0,35;S.49VL..;x;x;x;x;x;43007
3;43008;V.54.._W26_1_3;W26;SP_BREM;1;1-36H;-;-;XA.MX4.2;SBBRR;3;1-60A;N_105_112_01;-;N_037_010_0;-;-;4602;WS;0,75;V.54..;-;x;-;-;-;43008
3;43009;S.49VR.._A5_1_2;A5;SP_BLR;1;1-35F;-;-;XB.J519.3;BCM_B;15;1-33G;N_105_113_01;-;N_037_099_6;-;-;455;SW/GN;0,35;S.49VR..;x;x;x;x;x;43009
3;43010;V.RFL.._U14_1_3;U14;SP_RFL;1;1-35C;-;-;XA.MX4.2;SBBRR;4;1-60A;N_105_111_01;-;N_037_099_5;-;-;3572;SW/BL;0,35;V.RFL..;-;x;-;-;-;43010
3;43011;V.54.._W26_1_4;W26;SP_BREM;1;1-36H;-;-;XB.J519.3;BCM_B;16;1-33G;N_105_114_01;-;N_037_010_0;-;-;458;WS;0,75;V.54..;x;x;x;x;x;43011
3;43012;V.15A..SC_F06_XA.MX1.5_1_1;XA.MX1.5;SWL_A;1;1-20H;N_103_358_02;357_972_740_E;N1;SP_LWR2;1;1-36F;-;-;N_037_001_1;-;-;920;GE;0,5;V.15A..SC_F06;-;x;-;-;-;43012
3;43013;V.15A..SC_F06_N1_1_2;N1;SP_LWR2;1;1-36F;-;-;XA.E102.1;LWR;4;1-38F;N_906_843_01;-;N_037_091_1;-;-;318;GE;0,35;V.15A..SC_F06;x;x;x;x;x;43013
3;43014;S.G..SYS055A_XA.MX1.5_2_1;XA.MX1.5;SWL_A;2;1-20H;N_103_358_02;357_972_740_E;N3;SP_LWR1_S;1;1-25F;-;-;N_037_003_5;-;-;511;RT/BL;0,5;S.G..SYS055A;-;x;-;-;-;43014
3;43015;M.31..MB_K-M7_C1_XA.J329.1_2_1;XA.J329.1;R_KL15;2;1-34H;N_105_116_01;-;136;SP_31C7_2;1;1-35F;-;-;N_037_098_8;-;-;367;BR;0,35;M.31..MB_K-M7_C1;x;x;x;x;x;43015
3;43016;X.15S.._504_1_3;504;SP_15_LI1;1;1-35G;-;-;XA.SC.1;SITR;45B;1-31H;N_907_327_01;-;N_037_049_1;-;-;457;SW/GE;2,5;X.15S..;x;x;x;x;x;43016
3;43017;M.31..MB_K-M6_A1_XB.MX1.5_1_1;XB.MX1.5;SWL_B;1;1-13J;N_105_114_03;357_972_741;238;SP_31A6_1_S;1;1-14H;-;-;N_037_008_8;-;-;300;BR;0,5;M.31..MB_K-M6_A1;-;x;-;-;-;43017
3;43018;M.31..MB_K-M6_A1_XC.MX1.5_3_1;XC.MX1.5;SWL_C;3;1-19J;N_017_497_3;-;238;SP_31A6_1_S;1;1-14H;-;-;N_037_038_8;-;-;433;BR;1,5;M.31..MB_K-M6_A1;-;x;-;-;-;43018
3;43019;V.RFL.._U14_1_2;U14;SP_RFL;1;1-35C;-;-;XA.MX3.2;SBBRL;3;1-57J;N_105_111_01;-;N_037_099_5;-;-;4238;SW/BL;0,35;V.RFL..;-;x;-;-;-;43019
3;43020;V.58L..BCM_A41_W27_1_2;W27;SP_BGL;1;1-35H;-;-;XA.MX3.2;SBBRL;5;1-57J;N_105_111_01;-;N_037_097_9;-;-;3217;GR/SW;0,35;V.58L..BCM_A41;-;x;-;-;-;43020
3;43021;V.54.._W26_1_2;W26;SP_BREM;1;1-36H;-;-;XA.MX3.2;SBBRL;4;1-57J;N_105_112_01;-;N_037_010_0;-;-;3274;WS;0,75;V.54..;-;x;-;-;-;43021
3;43023;S.G..SYS055A_XA.MX2.5_2_1;XA.MX2.5;SWR_A;2;1-20B;N_103_358_02;357_972_740_E;N3;SP_LWR1_S;1;1-25F;-;-;N_037_003_5;-;-;1461;RT/BL;0,5;S.G..SYS055A;-;x;-;-;-;43023
3;43024;V.15A..SC_F06_XA.MX2.5_1_1;XA.MX2.5;SWR_A;1;1-20B;N_103_358_02;357_972_740_E;N1;SP_LWR2;1;1-36F;-;-;N_037_001_1;-;-;1870;GE;0,5;V.15A..SC_F06;-;x;-;-;-;43024
3;43025;S.49VR.._XB.MX2.5_2_1;XB.MX2.5;SWR_B;2;1-18C;N_105_114_03;357_972_741;A5;SP_BLR;1;1-35F;-;-;N_037_009_6;-;-;2230;SW/GN;0,5;S.49VR..;-;x;-;-;-;43025
3;43027;M.31..MB_K-M3_A1_XB.MX2.5_1_1;XB.MX2.5;SWR_B;1;1-18C;N_105_114_03;357_972_741;119;SP_31JA_S;1;1-21C;-;-;N_037_008_8;-;-;690;BR;0,5;M.31..MB_K-M3_A1;-;x;-;-;-;43027
3;43028;M.31..MB_K-M12_A1_XA.MX3.2_2_1;XA.MX3.2;SBBRL;2;1-57J;N_105_936_01;-;260;SP_31H;1;1-56H;-;-;N_037_038_8;-;-;295;BR;1,5;M.31..MB_K-M12_A1;-;x;-;-;-;43028
3;43029;M.31..MB_K-M6_A1_238_1_4;238;SP_31A6_1_S;1;1-14H;-;-;XA.671.1;MB_6_1;1;1-13G;6Q0_971_859_C;-;N_037_048_8;-;-;274;BR;2,5;M.31..MB_K-M6_A1;x;x;x;x;x;43029
3;43031;M.31..MB_K-M6_A1_238_1_3;238;SP_31A6_1_S;1;1-14H;-;-;157;SP_31A6_2_S;1;1-15H;-;-;N_037_038_8;-;-;56;BR;1,5;M.31..MB_K-M6_A1;x;x;x;x;x;43031
3;43032;M.31..MB_K-M6_A1_101_1_2;101;SP_31A6_3_LWR_S;1;1-22E;-;-;238;SP_31A6_1_S;1;1-14H;-;-;N_037_038_8;-;-;886;BR;1,5;M.31..MB_K-M6_A1;x;x;x;x;x;43032
3;43033;M.31..MB_K-M6_A1_101_1_1;101;SP_31A6_3_LWR_S;1;1-22E;-;-;XA.E102.1;LWR;1;1-38F;N_906_844_01;-;N_037_008_8;-;-;1002;BR;0,5;M.31..MB_K-M6_A1;x;x;x;x;x;43033
3;43034;M.31..MB_K-M6_A1_XA.MX1.5_3_1;XA.MX1.5;SWL_A;3;1-20H;N_103_358_02;357_972_740_E;101;SP_31A6_3_LWR_S;1;1-22E;-;-;N_037_008_8;-;-;678;BR;0,5;M.31..MB_K-M6_A1;-;x;-;-;-;43034
3;43035;M.31..MB_K-M6_A1_XA.MX2.5_3_1;XA.MX2.5;SWR_A;3;1-20B;N_103_358_02;357_972_740_E;101;SP_31A6_3_LWR_S;1;1-22E;-;-;N_037_008_8;-;-;1186;BR;0,5;M.31..MB_K-M6_A1;-;x;-;-;-;43035
3;43036;V.15A..SC_F06_N1_1_1;N1;SP_LWR2;1;1-36F;-;-;XA.SC.1;SITR;6A;1-31H;N_906_843_01;-;N_037_091_1;-;-;523;GE;0,35;V.15A..SC_F06;x;x;x;x;x;43036
3;43037;V.15..ZAS_E1_A38_1_5;A38;SP_15_05;1;1-39F;-;-;XA.SC.1;SITR;6B;1-31H;N_906_845_01;-;N_037_039_9;-;-;694;SW;1,5;V.15..ZAS_E1;x;x;x;x;x;43037
3;43038;X.15S.._504_1_4;504;SP_15_LI1;1;1-35G;-;-;XA.SC.1;SITR;17B;1-31H;N_906_845_01;-;N_037_039_1;-;-;457;SW/GE;1,5;X.15S..;x;x;x;x;x;43038
3;43039;X.15S.._XA.J329.1_5_1;XA.J329.1;R_KL15;5;1-34H;N_907_572_01;-;504;SP_15_LI1;1;1-35G;-;-;N_037_069_1;-;-;354;SW/GE;6;X.15S..;x;x;x;x;x;43039
3;43040;V.15A..SC_F16_XA.J329.1_1_1;XA.J329.1;R_KL15;1;1-34H;N_105_116_01;-;B13;SP_15A_S;1;1-34E;-;-;N_037_098_6;-;-;574;BR/GN;0,35;V.15A..SC_F16;x;x;x;x;x;43040
3;43041;V.58L..BCM_A41_W27_1_1;W27;SP_BGL;1;1-35H;-;-;XA.J519.3;BCM_A;41;1-33G;N_105_111_01;-;N_037_097_9;-;-;424;GR/SW;0,35;V.58L..BCM_A41;x;x;x;x;x;43041
3;43042;M.31..MB_K-M9_A1_XA.MX4.2_5_1;XA.MX4.2;SBBRR;5;1-60A;N_105_936_01;-;B445;SP_31BA1;1;1-42A;-;-;N_037_038_8;-;-;2827;BR;1,5;M.31..MB_K-M9_A1;-;x;-;-;-;43042
3;43043;M.31..MB_K-M3_A1_XC.MX2.5_3_1;XC.MX2.5;SWR_C;3;1-20B;N_017_497_3;-;119;SP_31JA_S;1;1-21C;-;-;N_037_038_8;-;-;333;BR;1,5;M.31..MB_K-M3_A1;-;x;-;-;-;43043
3;43044;V.56bL..BCM_A2_XC.MX1.5_2_1;XC.MX1.5;SWL_C;2;1-19J;N_017_497_3;-;XA.J519.3;BCM_A;2;1-33G;N_105_115_01;-;N_037_031_9;-;-;1006;GE/SW;1,5;V.56bL..BCM_A2;-;x;-;-;-;43044
3;43045;V.30A..SA_D1_507_1_4;507;SP_30_03;1;1-31H;-;-;XA.SC.1;SITR;15B;1-31H;N_906_845_01;-;N_037_033_3;-;-;113;RT;1,5;V.30A..SA_D1;x;x;x;x;x;43045
3;43046;V.58d..BCM_B4_A19_1_6;A19;SP_58_1;1;1-38D;-;-;XB.J519.3;BCM_B;4;1-33G;N_105_111_01;-;N_037_097_5;-;-;746;GR/BL;0,35;V.58d..BCM_B4;x;x;x;x;x;43046
3;43047;V.56bR..BCM_B2_XC.MX2.5_2_1;XC.MX2.5;SWR_C;2;1-20B;N_017_497_3;-;XB.J519.3;BCM_B;2;1-33G;N_105_115_01;-;N_037_031_1;-;-;1977;GE;1,5;V.56bR..BCM_B2;-;x;-;-;-;43047
3;43048;V.30A..SC_F32_XB.J519.3_13_1;XB.J519.3;BCM_B;13;1-33G;N_105_114_01;-;XA.SC.1;SITR;32A;1-31H;N_906_844_01;-;N_037_013_1;-;-;492;RT/GE;0,75;V.30A..SC_F32;x;x;x;x;x;43048
3;43049;V.30A..SA_D1_P4_1_7;P4;SP_30_01;1;1-32H;-;-;XA.SC.1;SITR;24B;1-31H;N_906_845_01;-;N_037_033_3;-;-;155;RT;1,5;V.30A..SA_D1;x;x;x;x;x;43049
3;43050;V.30A..SC_F24_XA.E595.3_10_1;XA.E595.3;LSS_A;10;1-41F;N_105_117_01;-;XA.SC.1;SITR;24A;1-31H;N_906_844_01;-;N_037_013_5;-;-;943;RT/BL;0,75;V.30A..SC_F24;x;x;x;x;x;43050
