1;LEITUNGSSTRANG;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_000_K;L0L;3775 (g);~;CU: 1495 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;Ltg-Nr.;;;;
3;43051;S.56b_Sig..LDS_XA.E1.3_1_1;XA.E1.3;LDS_1;1;1-37E;N_907_647_01;-;XB.J519.3;BCM_B;52;1-33G;N_907_647_01;-;N_037_090_0;-;-;710;WS;0,35;S.56b_Sig..LDS;x;x;x;x;x;43051
3;43052;S.56s_Sig.._XA.E1.3_2_1;XA.E1.3;LDS_1;2;1-37E;N_907_647_01;-;XA.J519.3;BCM_A;37;1-33G;N_907_647_01;-;N_037_099_1;-;-;652;SW/GE;0,35;S.56s_Sig..;x;x;x;x;x;43052
3;43053;V.58..LDS_XA.E1.3_3_1;XA.E1.3;LDS_1;3;1-37E;N_907_647_01;-;XA.J519.3;BCM_A;45;1-33G;N_907_647_01;-;N_037_097_4;-;-;652;GR/VI;0,35;V.58..LDS;x;x;x;x;x;43053
3;43054;V.15A..SC_F45_XA.E1.3_4_1;XA.E1.3;LDS_1;4;1-37E;N_907_649_01;-;XA.SC.1;SITR;45A;1-31H;N_907_326_01;-;N_037_009_4;-;-;771;SW/VI;0,5;V.15A..SC_F45;x;x;x;x;x;43054
3;43055;V.55_Sig..LDS_XA.E1.3_5_1;XA.E1.3;LDS_1;5;1-37E;N_907_647_01;-;XA.J519.3;BCM_A;7;1-33G;N_105_111_01;-;N_037_090_9;-;-;652;WS/SW;0,35;V.55_Sig..LDS;x;x;x;x;x;43055
3;43056;M.31..MB_K-M7_C1_XA.E1.3_6_1;XA.E1.3;LDS_1;6;1-37E;N_907_647_01;-;234;SP_31C7_3;1;1-35E;-;-;N_037_098_8;-;-;625;BR;0,35;M.31..MB_K-M7_C1;x;x;x;x;x;43056
3;43057;S.55a_Sig..LDS_XA.E1.3_7_1;XA.E1.3;LDS_1;7;1-37E;N_907_647_01;-;XB.J519.3;BCM_B;43;1-33G;N_907_647_01;-;N_037_097_9;-;-;710;GR/SW;0,35;S.55a_Sig..LDS;x;x;x;x;x;43057
3;43058;V.30A..SC_F15_XA.E1.3_8_1;XA.E1.3;LDS_1;8;1-37E;N_907_649_01;-;XA.SC.1;SITR;15A;1-31H;N_906_844_01;-;N_037_003_5;-;-;771;RT/BL;0,5;V.30A..SC_F15;x;x;x;x;x;43058
3;43059;V.TFL..SYS055A_XA.E1.3_9_1;XA.E1.3;LDS_1;9;1-37E;N_907_647_01;-;XB.J519.3;BCM_B;29;1-33G;N_907_647_01;-;N_037_094_7;-;-;710;VI/GR;0,35;V.TFL..SYS055A;x;x;x;x;x;43059
3;43060;V.58d..BCM_B4_A19_1_7;A19;SP_58_1;1;1-38D;-;-;XA.E1.3;LDS_1;10;1-37E;N_907_647_01;-;N_037_097_5;-;-;897;GR/BL;0,35;V.58d..BCM_B4;x;x;x;x;x;43060
3;43061;S.56a..LSS_XA.E595.3_7_1;XA.E595.3;LSS_A;7;1-41F;N_105_117_04;-;XB.J519.3;BCM_B;8;1-33G;N_105_112_01;-;N_037_000_0;-;-;882;WS;0,5;S.56a..LSS;x;x;x;x;x;43061
3;43062;V.55a..BCM_A6_THRR.1A1_7_1;THRR.1A1;KS_PDC_1;7;1-62H;N_105_111_03;357_972_740_E;XA.J519.3;BCM_A;6;1-33G;N_105_111_01;-;N_037_097_0;-;-;4454;GR/WS;0,35;V.55a..BCM_A6;-;x;-;-;-;43062
3;43063;M.31..MB_K-M12_A1_THRR.1A1_6_1;THRR.1A1;KS_PDC_1;6;1-62H;N_105_112_03;357_972_740_E;260;SP_31H;1;1-56H;-;-;N_037_008_8;-;-;1160;BR;0,5;M.31..MB_K-M12_A1;-;x;-;-;-;43063
3;43064;M.31..MB_K-M3_A1_119_1_2;119;SP_31JA_S;1;1-21C;-;-;XA.L175.4;TFL1_R;1;1-16A;N_103_358_02;357_972_740_E;N_037_008_8;-;-;1177;BR;0,5;M.31..MB_K-M3_A1;-;x;-;-;-;43064
3;43066;M.31..MB_K-M6_A1_238_1_2;238;SP_31A6_1_S;1;1-14H;-;-;XA.L174.4;TFL1_L;1;1-9F;N_103_358_02;357_972_740_E;N_037_008_8;-;-;894;BR;0,5;M.31..MB_K-M6_A1;-;x;-;-;-;43066
3;43068;V.56aR..BCM_A1_XC.MX2.5_1_1;XC.MX2.5;SWR_C;1;1-20B;N_017_497_3;-;XA.J519.3;BCM_A;1;1-33G;N_105_115_01;-;N_037_030_1;-;-;1920;WS/GE;1,5;V.56aR..BCM_A1;-;x;-;-;-;43068
3;43069;S.56b_Sig.._XA.J519.3_62_1;XA.J519.3;BCM_A;62;1-33G;N_907_649_01;-;XA.E595.3;LSS_A;8;1-41F;N_105_117_01;-;N_037_016_6;-;-;824;GN;0,75;S.56b_Sig..;x;x;x;x;x;43069
3;43070;V.56aL..BCM_B1_XC.MX1.5_1_1;XC.MX1.5;SWL_C;1;1-19J;N_017_497_3;-;XB.J519.3;BCM_B;1;1-33G;N_105_115_01;-;N_037_030_6;-;-;1063;WS/GN;1,5;V.56aL..BCM_B1;-;x;-;-;-;43070
3;43074;S.49VL.._A6_1_1;A6;SP_BLLI;1;1-34G;-;-;XA.MX3.2;SBBRL;1;1-57J;N_105_112_01;-;N_037_009_0;-;-;3583;SW/WS;0,5;S.49VL..;-;x;-;-;-;43074
3;43075;S.49VR.._A5_1_3;A5;SP_BLR;1;1-35F;-;-;XA.MX4.2;SBBRR;6;1-60A;N_105_112_01;-;N_037_009_6;-;-;4140;SW/GN;0,5;S.49VR..;-;x;-;-;-;43075
3;43077;V.58R..BCM_A40_W40_1_3;W40;SP_BGR;1;1-36F;-;-;XA.L175.4;TFL1_R;3;1-16A;N_103_358_02;357_972_740_E;N_037_007_3;-;-;2697;GR/RT;0,5;V.58R..BCM_A40;-;x;-;-;-;43077
3;43078;V.58L..BCM_A41_W27_1_3;W27;SP_BGL;1;1-35H;-;-;XA.L174.4;TFL1_L;3;1-9F;N_103_358_02;357_972_740_E;N_037_007_9;-;-;2150;GR/SW;0,5;V.58L..BCM_A41;-;x;-;-;-;43078
3;43079;S.TFLL..BCM_B3_XA.L174.4_2_1;XA.L174.4;TFL1_L;2;1-9F;N_103_358_02;357_972_740_E;XB.J519.3;BCM_B;3;1-33G;N_105_112_01;-;N_037_009_0;-;-;2100;SW/WS;0,5;S.TFLL..BCM_B3;-;x;-;-;-;43079
3;43080;S.TFLR..BCM_A5_XA.L175.4_2_1;XA.L175.4;TFL1_R;2;1-16A;N_103_358_02;357_972_740_E;XA.J519.3;BCM_A;5;1-33G;N_105_112_01;-;N_037_009_6;-;-;2764;SW/GN;0,5;S.TFLR..BCM_A5;-;x;-;-;-;43080
3;43081;V.15A..SC_F05_XA.E595.3_9_1;XA.E595.3;LSS_A;9;1-41F;N_105_117_04;-;Z40;SP_15A_GRA;1;1-39F;-;-;N_037_009_5;-;-;225;SW/BL;0,5;V.15A..SC_F05;x;x;x;x;x;43081
3;43083;ID_WIR284;W26;SP_BREM;1;1-36H;-;-;ID_CON30;KS_HKL2_1;2;1-56D;N_103_361_01;-;N_037_000_0;-;-;3784;WS;0,5;V.54..;x;x;x;x;x;43083
3;43084;ID_WIR364;ID_CON59;TFL_L_SE;2;1-10E;N_906_844_02;357_972_741;238;SP_31A6_1_S;1;1-14H;-;-;N_037_028_3;-;-;923;BR/RT;1;-;-;-;-;-;x;43084
3;43085;ID_WIR366;ID_CON59;TFL_L_SE;3;1-10E;N_906_844_02;357_972_741;XB.J519.3;BCM_B;3;1-33G;N_105_112_01;-;N_037_029_0;-;-;2129;SW/WS;1;-;-;-;-;-;x;43085
3;43086;ID_WIR368;ID_CON58;TFL_R_SE;2;1-16A;N_906_844_02;357_972_741;119;SP_31JA_S;1;1-21C;-;-;N_037_028_3;-;-;1156;BR/RT;1;-;-;-;-;-;x;43086
3;43087;ID_WIR370;ID_CON58;TFL_R_SE;3;1-16A;N_906_844_02;357_972_741;XA.J519.3;BCM_A;5;1-33G;N_105_112_01;-;N_037_029_6;-;-;2743;SW/GN;1;-;-;-;-;-;x;43087
3;43088;ID_WIR372;ID_CON52;SWL_A_SE;1;1-19G;N_103_358_02;357_972_740_E;N1;SP_LWR2;1;1-36F;-;-;N_037_001_1;-;-;1005;GE;0,5;-;-;-;x;x;x;43088
3;43089;ID_WIR374;ID_CON52;SWL_A_SE;2;1-19G;N_103_358_02;357_972_740_E;N3;SP_LWR1_S;1;1-25F;-;-;N_037_003_5;-;-;596;RT/BL;0,5;-;-;-;x;x;x;43089
3;43090;ID_WIR376;ID_CON52;SWL_A_SE;3;1-19G;N_103_358_02;357_972_740_E;101;SP_31A6_3_LWR_S;1;1-22E;-;-;N_037_008_3;-;-;763;BR/RT;0,5;-;-;-;x;x;x;43090
3;43091;ID_WIR378;ID_CON55;SWL_B_SE;2;1-12J;N_105_114_03;357_972_741;A6;SP_BLLI;1;1-34G;-;-;N_037_009_0;-;-;1436;SW/WS;0,5;-;-;-;x;x;x;43091
3;43092;ID_WIR380;ID_CON55;SWL_B_SE;1;1-12J;N_105_114_03;357_972_741;238;SP_31A6_1_S;1;1-14H;-;-;N_037_008_3;-;-;294;BR/RT;0,5;-;-;-;x;x;x;43092
3;43093;ID_WIR382;ID_CON53;SWL_C_SE;1;1-19H;N_017_497_3;-;XB.J519.3;BCM_B;1;1-33G;N_105_115_01;-;N_037_030_6;-;-;1063;WS/GN;1,5;-;-;-;x;x;x;43093
3;43094;ID_WIR384;ID_CON53;SWL_C_SE;2;1-19H;N_017_497_3;-;XA.J519.3;BCM_A;2;1-33G;N_105_115_01;-;N_037_031_9;-;-;1006;GE/SW;1,5;-;-;-;x;x;x;43094
3;43095;ID_WIR386;ID_CON53;SWL_C_SE;3;1-19H;N_017_497_3;-;238;SP_31A6_1_S;1;1-14H;-;-;N_037_038_8;-;-;493;BR;1,5;-;-;-;x;x;x;43095
3;43096;ID_WIR388;ID_CON54;SWL_D_SE;1;1-12H;N_906_844_02;357_972_741;XB.J519.3;BCM_B;3;1-33G;N_105_112_01;-;N_037_029_0;-;-;1550;SW/WS;1;-;-;-;x;x;-;43096
3;43097;ID_WIR390;ID_CON54;SWL_D_SE;2;1-12H;N_906_844_02;357_972_741;238;SP_31A6_1_S;1;1-14H;-;-;N_037_028_3;-;-;344;BR/RT;1;-;-;-;x;x;x;43097
3;43098;ID_WIR392;ID_CON54;SWL_D_SE;3;1-12H;N_906_843_02;357_972_741;W27;SP_BGL;1;1-35H;-;-;N_037_097_9;-;-;1600;GR/SW;0,35;-;-;-;x;x;x;43098
3;43099;ID_WIR394;ID_CON50;SWR_A_SE;1;1-18B;N_103_358_02;357_972_740_E;N1;SP_LWR2;1;1-36F;-;-;N_037_001_1;-;-;2232;GE;0,5;-;-;-;x;x;x;43099
3;43100;ID_WIR396;ID_CON50;SWR_A_SE;2;1-18B;N_103_358_02;357_972_740_E;N3;SP_LWR1_S;1;1-25F;-;-;N_037_003_5;-;-;1823;RT/BL;0,5;-;-;-;x;x;x;43100
3;43101;ID_WIR398;ID_CON50;SWR_A_SE;3;1-18B;N_103_358_02;357_972_740_E;101;SP_31A6_3_LWR_S;1;1-22E;-;-;N_037_008_3;-;-;1548;BR/RT;0,5;-;-;-;x;x;x;43101
3;43102;ID_WIR400;ID_CON49;SWR_B_SE;2;1-18B;N_105_114_03;357_972_741;A5;SP_BLR;1;1-35F;-;-;N_037_009_6;-;-;2190;SW/GN;0,5;-;-;-;x;x;x;43102
3;43103;ID_WIR402;ID_CON49;SWR_B_SE;1;1-18B;N_105_114_03;357_972_741;119;SP_31JA_S;1;1-21C;-;-;N_037_008_3;-;-;650;BR/RT;0,5;-;-;-;x;x;x;43103
3;43104;ID_WIR404;ID_CON51;SWR_C_SE;1;1-20B;N_017_497_3;-;XA.J519.3;BCM_A;1;1-33G;N_105_115_01;-;N_037_030_1;-;-;1920;WS/GE;1,5;-;-;-;x;x;x;43104
3;43105;ID_WIR406;ID_CON51;SWR_C_SE;2;1-20B;N_017_497_3;-;XB.J519.3;BCM_B;2;1-33G;N_105_115_01;-;N_037_031_1;-;-;1977;GE;1,5;-;-;-;x;x;x;43105
3;43106;ID_WIR408;ID_CON51;SWR_C_SE;3;1-20B;N_017_497_3;-;119;SP_31JA_S;1;1-21C;-;-;N_037_038_8;-;-;333;BR;1,5;-;-;-;x;x;x;43106
3;43107;ID_WIR410;ID_CON48;SWR_D_SE;1;1-19B;N_906_844_02;357_972_741;XA.J519.3;BCM_A;5;1-33G;N_105_112_01;-;N_037_029_6;-;-;2262;SW/GN;1;-;-;-;x;x;-;43107
3;43108;ID_WIR412;ID_CON48;SWR_D_SE;2;1-19B;N_906_844_02;357_972_741;119;SP_31JA_S;1;1-21C;-;-;N_037_028_3;-;-;675;BR/RT;1;-;-;-;x;x;x;43108
3;43109;ID_WIR414;ID_CON48;SWR_D_SE;3;1-19B;N_906_843_02;357_972_741;W40;SP_BGR;1;1-36F;-;-;N_037_097_3;-;-;2196;GR/RT;0,35;-;-;-;x;x;x;43109
3;43110;ID_WIR416;XA.MX3.2;SBBRL;1;1-57J;N_105_111_01;-;XA.J519.3;BCM_A;6;1-33G;N_105_111_01;-;N_037_097_0;-;-;3589;GR/WS;0,35;-;x;-;x;x;x;43110
3;43111;ID_WIR418;XA.MX3.2;SBBRL;2;1-57J;N_105_111_01;-;W27;SP_BGL;1;1-35H;-;-;N_037_097_9;-;-;3217;GR/SW;0,35;-;x;-;x;x;x;43111
3;43112;ID_WIR420;XA.MX3.2;SBBRL;3;1-57J;N_105_112_01;-;W26;SP_BREM;1;1-36H;-;-;N_037_010_0;-;-;3274;WS;0,75;-;x;-;x;x;x;43112
3;43113;ID_WIR422;XA.MX3.2;SBBRL;4;1-57J;N_105_111_01;-;U14;SP_RFL;1;1-35C;-;-;N_037_099_5;-;-;4238;SW/BL;0,35;-;x;-;x;x;x;43113
3;43114;ID_WIR424;XA.MX3.2;SBBRL;5;1-57J;N_105_936_01;-;260;SP_31H;1;1-56H;-;-;N_037_038_8;-;-;295;BR;1,5;-;x;-;x;x;x;43114
3;43115;ID_WIR426;XA.MX3.2;SBBRL;6;1-57J;N_105_112_01;-;A6;SP_BLLI;1;1-34G;-;-;N_037_009_0;-;-;3583;SW/WS;0,5;-;-;-;x;x;x;43115
3;43116;ID_WIR428;XA.MX4.2;SBBRR;1;1-60A;N_105_112_01;-;A5;SP_BLR;1;1-35F;-;-;N_037_009_6;-;-;4140;SW/GN;0,5;-;-;-;x;x;x;43116
3;43117;ID_WIR430;XA.MX4.2;SBBRR;2;1-60A;N_105_936_01;-;B445;SP_31BA1;1;1-42A;-;-;N_037_038_8;-;-;2827;BR;1,5;-;x;-;x;x;x;43117
3;43118;ID_WIR432;XA.MX4.2;SBBRR;3;1-60A;N_105_111_01;-;U14;SP_RFL;1;1-35C;-;-;N_037_099_5;-;-;3572;SW/BL;0,35;-;x;-;x;x;x;43118
3;43119;ID_WIR434;XA.MX4.2;SBBRR;4;1-60A;N_105_112_01;-;W26;SP_BREM;1;1-36H;-;-;N_037_010_0;-;-;4602;WS;0,75;-;x;-;x;x;x;43119
3;43120;ID_WIR436;XA.MX4.2;SBBRR;5;1-60A;N_105_111_01;-;W40;SP_BGR;1;1-36F;-;-;N_037_097_3;-;-;4160;GR/RT;0,35;-;x;-;x;x;x;43120
3;43121;ID_WIR438;ID_CON56;NSW_L_SE;1;1-9F;N_909_748_01;7P0_972_741_C;XB.J519.3;BCM_B;9;1-33G;N_105_936_01;-;N_037_030_1;-;-;2094;WS/GE;1,5;-;-;-;-;x;-;43121
3;43122;ID_WIR440;ID_CON56;NSW_L_SE;2;1-9F;N_909_748_01;7P0_972_741_C;238;SP_31A6_1_S;1;1-14H;-;-;N_037_038_8;-;-;888;BR;1,5;-;-;-;-;x;-;43122
3;43123;ID_WIR442;ID_CON57;NSW_R_SE;1;1-14B;N_909_748_01;7P0_972_741_C;XB.J519.3;BCM_B;10;1-33G;N_105_936_01;-;N_037_030_1;-;-;2925;WS/GE;1,5;-;-;-;-;x;-;43123
3;43124;ID_WIR444;ID_CON57;NSW_R_SE;2;1-14B;N_909_748_01;7P0_972_741_C;119;SP_31JA_S;1;1-21C;-;-;N_037_038_8;-;-;1281;BR;1,5;-;-;-;-;x;-;43124
3;43125;ID_WIR450;ID_CON63;NSW_L_SK;1;1-9E;N_909_748_01;7P0_972_741_C;XB.J519.3;BCM_B;9;1-33G;N_105_936_01;-;N_037_030_1;-;-;2069;WS/GE;1,5;-;x;-;-;-;-;43125
3;43126;ID_WIR452;ID_CON63;NSW_L_SK;2;1-9E;N_909_748_01;7P0_972_741_C;238;SP_31A6_1_S;1;1-14H;-;-;N_037_038_6;-;-;863;BR/GN;1,5;-;x;-;-;-;-;43126
3;43127;ID_WIR454;ID_CON64;NSW_R_SK;1;1-17B;N_909_748_01;7P0_972_741_C;XB.J519.3;BCM_B;10;1-33G;N_105_936_01;-;N_037_030_1;-;-;2785;WS/GE;1,5;-;x;-;-;-;-;43127
3;43128;ID_WIR456;ID_CON64;NSW_R_SK;2;1-17B;N_909_748_01;7P0_972_741_C;119;SP_31JA_S;1;1-21C;-;-;N_037_038_6;-;-;1141;BR/GN;1,5;-;x;-;-;-;-;43128
3;43129;ID_WIR458;ID_CON61;SWL_SK;1;1-20J;N_906_844_02;357_972_741;N1;SP_LWR2;1;1-36F;-;-;N_037_001_1;-;-;1005;GE;0,5;-;x;-;-;-;-;43129
3;43130;ID_WIR460;ID_CON61;SWL_SK;2;1-20J;N_906_844_02;357_972_741;N3;SP_LWR1_S;1;1-25F;-;-;N_037_003_5;-;-;596;RT/BL;0,5;-;x;-;-;-;-;43130
3;43131;ID_WIR462;ID_CON61;SWL_SK;3;1-20J;N_906_844_02;357_972_741;101;SP_31A6_3_LWR_S;1;1-22E;-;-;N_037_008_9;-;-;763;BR/SW;0,5;-;x;-;-;-;-;43131
3;43132;ID_WIR464;ID_CON61;SWL_SK;4;1-20J;N_906_844_02;357_972_741;XB.J519.3;BCM_B;3;1-33G;N_105_112_01;-;N_037_029_0;-;-;1103;SW/WS;1;-;x;-;-;-;-;43132
3;43133;ID_WIR466;ID_CON61;SWL_SK;5;1-20J;N_906_844_02;357_972_741;238;SP_31A6_1_S;1;1-14H;-;-;N_037_008_6;-;-;533;BR/GN;0,5;-;x;-;-;-;-;43133
3;43134;ID_WIR468;ID_CON61;SWL_SK;6;1-20J;N_906_845_02;357_972_741_A;XA.J519.3;BCM_A;2;1-33G;N_105_115_01;-;N_037_031_9;-;-;1046;GE/SW;1,5;-;x;-;-;-;-;43134
3;43135;ID_WIR470;ID_CON61;SWL_SK;7;1-20J;N_906_844_02;357_972_741;238;SP_31A6_1_S;1;1-14H;-;-;N_037_028_8;-;-;533;BR;1;-;x;-;-;-;-;43135
3;43136;ID_WIR472;ID_CON61;SWL_SK;8;1-20J;N_906_845_02;357_972_741_A;XB.J519.3;BCM_B;1;1-33G;N_105_115_01;-;N_037_030_6;-;-;1103;WS/GN;1,5;-;x;-;-;-;-;43136
3;43137;ID_WIR474;ID_CON61;SWL_SK;9;1-20J;N_906_844_02;357_972_741;A6;SP_BLLI;1;1-34G;-;-;N_037_009_0;-;-;1039;SW/WS;0,5;-;x;-;-;-;-;43137
3;43138;ID_WIR476;ID_CON61;SWL_SK;10;1-20J;N_906_843_02;357_972_741;W27;SP_BGL;1;1-35H;-;-;N_037_097_9;-;-;1154;GR/SW;0,35;-;x;-;-;-;-;43138
3;43139;ID_WIR478;ID_CON62;SWR_SK;1;1-21B;N_906_844_02;357_972_741;N1;SP_LWR2;1;1-36F;-;-;N_037_001_1;-;-;1930;GE;0,5;-;x;-;-;-;-;43139
3;43140;ID_WIR480;ID_CON62;SWR_SK;2;1-21B;N_906_844_02;357_972_741;N3;SP_LWR1_S;1;1-25F;-;-;N_037_003_5;-;-;1521;RT/BL;0,5;-;x;-;-;-;-;43140
3;43141;ID_WIR482;ID_CON62;SWR_SK;3;1-21B;N_906_844_02;357_972_741;101;SP_31A6_3_LWR_S;1;1-22E;-;-;N_037_008_9;-;-;1246;BR/SW;0,5;-;x;-;-;-;-;43141
3;43142;ID_WIR484;ID_CON62;SWR_SK;4;1-21B;N_906_844_02;357_972_741;XA.J519.3;BCM_A;5;1-33G;N_105_112_01;-;N_037_029_6;-;-;1970;SW/GN;1;-;x;-;-;-;-;43142
3;43143;ID_WIR486;ID_CON62;SWR_SK;5;1-21B;N_906_844_02;357_972_741;119;SP_31JA_S;1;1-21C;-;-;N_037_008_6;-;-;383;BR/GN;0,5;-;x;-;-;-;-;43143
3;43144;ID_WIR488;ID_CON62;SWR_SK;6;1-21B;N_906_845_02;357_972_741_A;XB.J519.3;BCM_B;2;1-33G;N_105_115_01;-;N_037_031_1;-;-;2027;GE;1,5;-;x;-;-;-;-;43144
3;43145;ID_WIR490;ID_CON62;SWR_SK;7;1-21B;N_906_844_02;357_972_741;119;SP_31JA_S;1;1-21C;-;-;N_037_028_8;-;-;383;BR;1;-;x;-;-;-;-;43145
3;43146;ID_WIR492;ID_CON62;SWR_SK;8;1-21B;N_906_845_02;357_972_741_A;XA.J519.3;BCM_A;1;1-33G;N_105_115_01;-;N_037_030_1;-;-;1970;WS/GE;1,5;-;x;-;-;-;-;43146
3;43147;ID_WIR494;ID_CON62;SWR_SK;9;1-21B;N_906_844_02;357_972_741;A5;SP_BLR;1;1-35F;-;-;N_037_009_6;-;-;1923;SW/GN;0,5;-;x;-;-;-;-;43147
3;43148;ID_WIR496;ID_CON62;SWR_SK;10;1-21B;N_906_843_02;357_972_741;W40;SP_BGR;1;1-36F;-;-;N_037_097_3;-;-;1903;GR/RT;0,35;-;x;-;-;-;-;43148
3;43151;ID_WIR499;XA.MX3.2;SBBRL;6;1-57J;N_105_112_01;-;XB.J519.3;BCM_B;5;1-33G;N_105_112_01;-;N_037_009_0;-;-;3646;SW/WS;0,5;S.49HL..BCM_B5;x;-;-;-;-;43151
3;43152;ID_WIR500;XA.MX4.2;SBBRR;1;1-60A;N_105_112_01;-;XB.J519.3;BCM_B;6;1-33G;N_105_112_01;-;N_037_009_6;-;-;4574;SW/GN;0,5;S.49HR..BCM_B6;x;-;-;-;-;43152
1;LTGS.DIAGNOSE;;;;;;;;;;;;;;;;;;;;;;;;;;
2;V1;12E_970_070_K;L0L+S34;180 (g);;CU: 121 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
2;V2;12E_970_070_P;L0L+S32;975 (g);;CU: 584 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
2;V3;12E_970_070_Q;L0L+S33;904 (g);;CU: 538 (g);Al: 0 (g);;;;;;;;;;;;;;;;;;;;
0;Ltg-Nr.;Verbindung;von;Kurzname;Pin;xy;Kontakt;Dichtung;nach;Kurzname;Pin;xy;Kontakt;Dichtung;Leitung;Sonderltg.;Innenleiter;Länge;Farbe;Quer.;Pot.;V1;V2;V3;Ltg-Nr.;;
3;70001;D.LIN_BUS..Dach_XA.U31.2_13_1;XA.U31.2;KS_DIAG1;13;1-31B;N_103_357_04;357_972_740_E;B130;SP_LIN_D;1;1-39G;-;-;N_037_094_0;-;-;1875;VI/WS;0,35;D.LIN_BUS..Dach;-;x;x;70001;;
3;70002;D.LIN_BUS..Energie_XA.U31.2_12_1;XA.U31.2;KS_DIAG1;12;1-31B;N_103_357_04;357_972_740_E;A209;SP_LIN_G;1;1-29F;-;-;N_037_095_5;-;-;1660;BL;0,35;D.LIN_BUS..Energie;-;x;x;70002;;
3;70003;V.30A..SA_D1_507_1_5;507;SP_30_03;1;1-31H;-;-;XA.SE.1;SITR_2;A1;1-34J;N_907_327_01;-;N_037_043_3;-;-;330;RT;2,5;V.30A..SA_D1;x;x;x;70003;;
3;70004;V.15..ZAS_E1_A192_1_4;A192;SP_15_07;1;1-39F;-;-;XA.SE.1;SITR_2;A3;1-34J;N_907_327_01;-;N_037_049_9;-;-;642;SW;2,5;V.15..ZAS_E1;x;x;x;70004;;
3;70005;V.15A..SE_AB3_B277_1_2;B277;SP_15A_DIA;1;1-42A;-;-;XA.SE.1;SITR_2;B3;1-34J;N_907_326_01;-;N_037_029_5;-;-;2013;SW/BL;1;V.15A..SE_AB3;x;x;x;70005;;
3;70006;V.15A..SE_AB3_XA.U31.8_14_1;XA.U31.8;KS_DIAG5;14;1-41B;N_907_649_01;-;B277;SP_15A_DIA;1;1-42A;-;-;N_037_009_5;-;-;725;SW/BL;0,5;V.15A..SE_AB3;x;x;-;70006;;
3;70007;V.15A..SE_AB3_XA.U31.8_30_1;XA.U31.8;KS_DIAG5;30;1-41B;N_907_649_01;-;B277;SP_15A_DIA;1;1-42A;-;-;N_037_009_5;-;-;725;SW/BL;0,5;V.15A..SE_AB3;x;x;-;70007;;
3;70008;V.15A..SE_AB3_B277_1_3;B277;SP_15A_DIA;1;1-42A;-;-;XA.U31.2;KS_DIAG1;9;1-31B;N_103_358_02;357_972_740_E;N_037_009_5;-;-;895;SW/BL;0,5;V.15A..SE_AB3;-;x;x;70008;;
3;70009;V.15A..SE_AB3_B277_1_1;B277;SP_15A_DIA;1;1-42A;-;-;XA.U31.4;KS_DIA3A;9;1-31A;N_103_358_02;357_972_740_F;N_037_029_5;-;-;895;SW/BL;1;V.15A..SE_AB3;-;x;x;70009;;
3;70010;V.30A..SE_AB1_A167_1_1;A167;SP_30A_DIA;1;1-42A;-;-;XA.SE.1;SITR_2;B1;1-34J;N_907_326_01;-;N_037_023_1;-;-;1958;RT/GE;1;V.30A..SE_AB1;x;x;x;70010;;
3;70011;V.30A..SE_AB1_A167_1_2;A167;SP_30A_DIA;1;1-42A;-;-;XA.U31.8;KS_DIAG5;15;1-41B;N_907_649_01;-;N_037_003_1;-;-;670;RT/GE;0,5;V.30A..SE_AB1;x;x;-;70011;;
3;70012;V.30A..SE_AB1_A167_1_4;A167;SP_30A_DIA;1;1-42A;-;-;XA.U31.8;KS_DIAG5;31;1-41B;N_907_649_01;-;N_037_003_1;-;-;670;RT/GE;0,5;V.30A..SE_AB1;x;x;-;70012;;
3;70013;V.30A..SE_AB1_A167_1_3;A167;SP_30A_DIA;1;1-42A;-;-;XA.U31.2;KS_DIAG1;10;1-31B;N_103_358_02;357_972_740_E;N_037_003_1;-;-;840;RT/GE;0,5;V.30A..SE_AB1;-;x;x;70013;;
3;70014;V.30A..SE_AB1_A167_1_6;A167;SP_30A_DIA;1;1-42A;-;-;XA.U31.4;KS_DIA3A;10;1-31A;N_103_358_02;357_972_740_F;N_037_023_1;-;-;840;RT/GE;1;V.30A..SE_AB1;-;x;x;70014;;
3;70015;V.30A..SE_AB1_A167_1_5;A167;SP_30A_DIA;1;1-42A;-;-;XA.U4.1;KS_FUNK;2;1-32A;N_906_844_01;-;N_037_003_1;-;-;840;RT/GE;0,5;V.30A..SE_AB1;-;x;x;70015;;
3;70016;M.31..MB_K-M9_A1_B445_1_4;B445;SP_31BA1;1;1-42A;-;-;80;SP_31DIAG;1;1-39A;-;-;N_037_048_8;-;-;311;BR;2,5;M.31..MB_K-M9_A1;x;x;x;70016;;
3;70017;M.31..MB_K-M9_A1_80_1_3;80;SP_31DIAG;1;1-39A;-;-;XA.U31.2;KS_DIAG1;14;1-31B;N_103_358_02;357_972_740_D;N_037_018_8;-;-;580;BR;0,75;M.31..MB_K-M9_A1;-;x;x;70017;;
