1;LEITUNGSSTRANG;;;;;;;;;;;;;;
3;BUCHSENGEH_GELB_2POL_KOD_A_VAR_I;XA.G179.13;Crashsensor für Seitenairbag Fahrerseite;SCSL;1-46H;6R0_973_323;TAB_016_006_AM;-;gelb_sw;Stk.;1;;;;
4;Blindstopfen;-;-;-;-;3B0_972_840;-;SCSL;-;Stk.;X;;;;
3;BUCHSENGEH_GELB_2POL_KOD_A_VAR_I;XA.G180.13;Crashsensor für Seitenairbag Beifahrerseite;SCSR;1-48B;6R0_973_323;TAB_016_006_AM;-;gelb_sw;Stk.;1;;;;
4;Blindstopfen;-;-;-;-;3B0_972_840;-;SCSR;-;Stk.;X;;;;
3;FLACHKONTAKTGEHAEUSE_15MM_4POL;XA.K145.93;Kontrollleuchte für Airbag Beifahrerseite aus;AIRL;1-48E;3B0_972_722;TAB_016_038_A;-;schwarz;Stk.;1;;;;
3;Sicherung Type_F 7.5A;ID_ACC32;-;S_SITR_09;1-30G;N_102_615_02;-;SITR;braun;Stk.;1;;;;
3;Kabelhalter;CL_25;-;CL_25;1-10H;5E0_971_847;-;-;-;Stk.;1;;;;
3;KABELBINDER;CL_211;-;CL_211;1-46H;8D0_971_850_F;-;-;-;Stk.;1;;;;
3;KABELBINDER;CL_212;-;CL_212;1-48B;8D0_971_850_F;-;-;-;Stk.;1;;;;
3;KABELCLIP;CL_238;-;CL_238;1-43H;N_911_443_02;-;-;-;Stk.;1;;;;
3;SOCKEL_KABELBINDER_LKC2;CL_239;-;CL_239;1-43H;3D0_971_838_A;-;-;-;Stk.;1;;;;
3;KABELCLIP;CL_247;-;CL_247;1-45B;N_911_443_01;-;-;-;Stk.;1;;;;
3;SOCKEL_KABELBINDER_LKC2;CL_248;-;CL_248;1-45B;3D0_971_838_A;-;-;-;Stk.;1;;;;
3;KABELBINDER_SOCKEL_KABELBINDER_6.50X160.00;CL_252;-;CL_252;1-49B;4F2_721_663;-;-;-;Stk.;1;;;;
3;KABELBINDER_SOCKEL_KABELBINDER_6.50X160.00;CL_350;-;CL_350;1-43G;4F2_721_663;-;-;-;Stk.;1;;;;
3;CLIP;CL_351;-;CL_351;1-44G;1H0_971_848_L;-;-;-;Stk.;1;;;;
3;CLIP;CL_352;-;CL_352;1-45G;1H0_971_848_L;-;-;-;Stk.;1;;;;
3;KABELCLIP;CL_353;-;CL_353;1-45F;N_911_443_01;-;-;-;Stk.;1;;;;
3;KABELCLIP;CL_354;-;CL_354;1-45F;N_911_443_01;-;-;-;Stk.;1;;;;
3;CLIP;CL_355;-;CL_355;1-46G;1H0_971_848_L;-;-;-;Stk.;1;;;;
3;CLIP;CL_356;-;CL_356;1-47G;1H0_971_848_L;-;-;-;Stk.;1;;;;
3;CLIP;CL_361;-;CL_361;1-49G;1H0_971_848_L;-;-;-;Stk.;1;;;;
3;CLIP;CL_362;-;CL_362;1-50G;1H0_971_848_L;-;-;-;Stk.;1;;;;
3;KABELCLIP;CL_363;-;CL_363;1-51G;N_911_443_01;-;-;-;Stk.;1;;;;
3;KABELCLIP;CL_364;-;CL_364;1-51G;N_911_443_01;-;-;-;Stk.;1;;;;
3;KABELBINDER_2.5X95;KB_9;-;KB_9;1-41C;N_106_232_01;-;-;-;Stk.;1;;;;
3;LTGS_GURTSTRAMMER;ZSB;-;KT_5_121;1-46G;1S1_971_259_S   ;-;-;-;Stk.;1;;;;
3;LTGS_GURTSTRAMMER;ZSB;-;KT_4_121;1-49C;1S1_971_259_AA   ;-;-;-;Stk.;1;;;;
3;AIRBAG.LTGS;ZSB;-;KT_1_121;1-37B;1S1_971_581_A   ;-;-;-;Stk.;1;;;;
1;LTGS.RADIO;;;;;;;;;;;;;;
2;V1;12E_970_016_T;L0L+8ZB/8ZG+QV0+I6V;248 (g);;;;;;;;;;;
2;V2;12E_970_016_AA;L0L+8ZB/8ZG+QV3+I6V;356 (g);;;;;;;;;;;
0;Bezeichnung;VOBES-ID;Verwendung;Kurzname;xy;Teilenummer;TAB-Nummer;Referenzteil;Farbe;Einh.;V1;V2;;;
3;HF_KONTAKTGEHAEUSE_SCHWARZ_2-POL_KOD_A;ID_CON26;Radio [MIB2 Entry];RAD_F_1;1-39E;6Q0_035_576;TAB_016_396_A;-;schwarz;Stk.;-;1;;;
